"geogid","geog","lat","lon"
"34100222","NOAA Stn 0741","24 42.411","-82 54.298"
"34100223","NOAA Stn 0791","24 42.461","-82 51.809"
"34100224","NOAA Stn 0831","24 41.847","-82 52.246"
"34100225","NOAA Stn 0881","24 41.570","-82 50.750"
"34100226","NOAA Stn 0921","24 42.790","-83 01.288"
"34100227","NOAA Stn 0971","24 42.926","-82 59.673"
"34100228","Patty's","24 40.625","-83 01.383"
"34100229","Cooper's Reef","24 40.704","-83 03.776"
"34100230","NOAA Stn 1131","24 38.161","-83 01.262"
"34100231","NOAA Stn 1181","24 38.394","-83 02.442"
"34100232","NOAA Stn 1231","24 36.436","-82 56.888"
"34100233","NOAA Stn 1281","24 36.403","-82 55.820"
"34100234","NOAA Stn 1331","24 40.401","-82 53.318"
"34100235","NOAA Stn 1381","24 40.140","-82 52.407"
"34100236","NOAA Stn 1421","24 41.010","-82 50.614"
"34100237","NOAA Stn 1471","24 40.923","-82 49.279"
"34100238","NOAA Stn 1551","24 37.093","-83 06.080"
"34100239","NOAA Stn 1601","24 38.312","-83 06.088"
"34100240","NOAA Stn 1651","24 37.547","-83 05.607"
"34100242","NOAA Stn 1701","24 36.811","-83 03.915"
"34100243","Bob Graham's Wall","24 39.289","-83 06.091"
"34100244","NOAA Stn 1801","24 40.345","-83 04.928"
"34100245","NOAA Stn 1851","24 40.831","-83 03.026"
"34100246","NOAA Stn 1901","24 39.394","-83 05.334"
"34100247","NOAA Stn 1951",NULL,NULL
"34100248","NOAA Stn 2041","24 43.830","-82 47.793"
"34100249","White Shoals","24 38.670","-82 53.690"
"34100250","George's Gorge","24 39.615","-83 00.326"
"34100251","NOAA Stn 2201","24 43.194","-82 49.662"
"34100252","NOAA Stn 2241","24 43.268","-82 58.675"
"34100253","NOAA Stn 2271","24 41.831","-82 58.807"
"34100254","NOAA Stn 2311","24 41.094","-83 00.502"
"34100255","NOAA Stn 2441","24 41.859","-83 03.527"
"34100256","NOAA Stn 2481","24 41.343","-83 02.737"
"34100257","NOAA Stn 2561","24 36.720","-83 03.429"
"34100258","NOAA Stn 2601","24 36.929","-83 02.236"
"34100259","NOAA Stn 2641","24 37.058","-83 04.741"
"34100260","NOAA Stn 2681","24 38.228","-83 03.217"
"34100261","NOAA Stn 2751","24 41.825","-82 54.374"
"34100262","NOAA Stn 2791","24 41.050","-82 53.653"
"34100263","NOAA Stn 3181","24 36.846","-82 58.109"
"34100264","NOAA Stn 3221","24 33.889","-82 57.320"
"34100265","NOAA Stn 3261","24 33.491","-82 55.225"
"34100266","NOAA Stn 3301","24 34.679","-82 55.561"
"34100267","NOAA Stn 3341","24 35.760","-82 57.614"
"34100268","NOAA Stn 2881","24 37.725","-82 53.738"
"34100269","NOAA Stn 2911","24 38.515","-82 57.711"
"34100270","NOAA Stn 2941","24 39.668","-82 56.124"
"34100271","NOAA Stn 2981","24 40.325","-82 55.356"
"34100272","NOAA Stn 3061","24 35.392","-82 59.676"
"34100273","NOAA Stn 3101","24 34.727","-82 57.871"
"34100274","NOAA Stn 3141","24 35.737","-82 56.545"
"34100275","NOAA Stn 2081","24 43.736","-82 48.511"
"34100276","NOAA Stn 2121","24 43.308","-82 48.406"
"34100277","NOAA Stn 2161","24 43.605","-82 48.861"
"41010093","Sally's Choice",NULL,NULL
"32010056","Georges Valentine Wreck (Stuart)","27 11.574","-80 09.534"
"42090152","Knucklehead",NULL,NULL
"82020411","The Blue Coconut","09 18.657","-82 12.616"
"34040142","PT's Reef / PT's Ledge","24 57.122","-80 27.578"
"65011012","Cathedral",NULL,NULL
"65011013","Pirates Purchase",NULL,NULL
"53030056","Chub Reef",NULL,NULL
"53030057","Carib Sand",NULL,NULL
"53030058","Camp Reef",NULL,NULL
"53030059","Sea World",NULL,NULL
"53030060","Carib Sun",NULL,NULL
"53030061","Traders",NULL,NULL
"21010061","The Lump (Gulf off Louisiana)","28 38.25","-89 33.41
"
"21010062","Rig #152 (Gulf of MX off Louisiana)",NULL,NULL
"33010347","Neptune Memorial Reef (N Miami)","25 41.412","-80 05.445"
"34090017","MQ21 (Marquesas, NOAA)","24 25.652","-82 23.712"
"34090018","MQ61 (Marquesas NOAA)","24 26.267","-82 21.214"
"23030015","Caspersen Beach (Venice)","27 03.375","-82 26.626"
"63050030","Green Beach / Punta Arenas","18 07.203","-65 34.689"
"57010001","Natural Aquarium off Bay Islands Beach Resort",NULL,NULL
"41020094","Hota Hota (N Bahamas)","27 01.768","-79 09.865"
"55040043","Dos Chichas (Lighthouse Reef, Long Caye)","17 12.254","-87 36.988"
"11010","Bermuda Non-BREAM Sites",,
"11010188","BIOS Patch Reef","32 21.792","-64 44.764"
"11010189","BIOS Rim Reef","32 28.410","-64 46.814"
"11010190","BIOS Terrace Reef","32 28.888","-64 46.100"
"73040031","Mullins Bay (N of Tropicana)",NULL,NULL
"83210041","Cotton Island","12 34.528","-81 41.789"
"34040203","Adjacent to Ken Nedimyer Nursery",NULL,NULL
"34040202","Restoration Site at Pickles Reef - Ken Nedimyer",NULL,NULL
"34040201","Ken Nedimyer Nursery",NULL,NULL
"63050029","Buckey's Reef","18 05.153","-65 28.473"
"63050028","Arena Reef","18 05.126","-65 28.404"
"11010195","Last Beach, Cooper's Island Road","32 20.894","-64 39.247"
"34100278","Riley's Hump Station 10","24 30.589","-83 06.975"
"34100279","North Reserve Station RS 10262","24 39.738","-83 00.220"
"34100280","Riley's Hump Station 19","24 31.410","-83 06.735"
"34100281","Riley's Hump Station 11","24 29.555","-83 07.362"
"34100282","Riley's Hump Station 6","24 29.362","-83 06.878"
"34100097","Big Bommie (Dry Tortugas)","24 39.632","-82 56.255"
"34100098","Shutter Bug (Dry Tortugas)","24 40.142","-82 55.658"
"32010057","St Lucie Reef Transect 8","27 09.087","-80 08.530"
"32010058","St Lucie Reef Transect 11","27 07.917","-80 08.045"
"34030099","Dino's Rocks (Sundiver spot)","25 02.730","-80 23.690"
"82050150","Holandes Hot Tub Center Reef","09 35.082","-78 41.473"
"82050151","Holandes Hot TubSE Outside Reef","09 34.361","-78 41.432"
"82050152","Holandes Hot Tub NW Outside Reef","09 35.560","-78 41.236"
"82050153","Holandes Hot Tub N. Inside Reef","09 35.082","-78 41.473"
"82050154","Holandes Hot Tub SW Inside Reef","09 35.041","-78 41.574"
"82050155","Holandes Hot Tub Cut","09 35.130","-78 47.481"
"82050156","Holandes Hot Tub SW Inner Reef 09.34.46.1","09 34.461","-78 43.187"
"82050157","Holandes Hot Tub SE Outside Reef","09 35.522","-78 41.024"
"82050158","Coco Cut Gateway Reef","09 30.922","-78 37.316"
"82050159","Coco Cut Outside Reef","09 31.644","-78 36.931"
"82050160","Coco Cut S. Reef","09 30.479","-78 37.181"
"82050161","East Lemons Dog","09 38.310","-78 52.400"
"82050162","East Lemons Nuinudup SE Reef N","09 32.337","-78 54.130"
"82050163","East Lemons Nuinudup SW Reef","09 32.323","-78 53.597"
"33010348","Bonnie's Reef","26 55.889","-80 01.230"
"33010349","PBC3-Breakers Cable Crossing (deep)","26 42.642","-80 00.959"
"42090153","Washing Machine (channel south of Highbourne Cay)","24 42.3","-76 49.5"
"33010350","Eagle Scout Reef - 24 Reef Balls","26 07.496","-80 05.889"
"85030156","Tire","12 13.347","-68 24.162"
"52030067","Don Foster's Reef","19 17.455","-81 23.350"
"84090101","Barlovento Patch Reef 1","11 57.014","-67 25.123"
"84090102","Barlovento Patch Reef 2","11 56.913","-67 25.196"
"84090103","Barlovento Patch Reef 3","11 57.005","-67 24.956"
"84090104","Barlovento Patch Reef 4","11 57.224","-67 24.797"
"84090105","Barlovento Patch Reef 5","11 57.323","-67 26.004"
"84090106","Barlovento Patch Reef 6","11 57.296","-67 26.244"
"84090107","Barlovento Patch Reef 7","11 57.178","-67 26.322"
"84090108","Barlovento Patch Reef 8","11 56.600","-67 25.250"
"84090109","Barlovento Patch Reef 9","11 57.695","-67 24.462"
"84090110","Barlovento Patch Reef 10","11 57.869","-67 24.389"
"84090111","Barlovento Patch Reef 11","11 57.195","-67 25.001"
"84090112","Barlovento Patch Reef 12","11 57.133","-67 25.527"
"84090113","Barlovento Patch Reef 13","11 57.143","-67 25.434"
"84090114","Barlovento Patch Reef 14","11 57.952","-67 25.325"
"84090115","Barlovento Patch Reef 15","11 58.180","-67 25.732"
"84090116","Barlovento Patch Reef 16","11 58.579","-67 25.159"
"84090117","Barlovento Patch Reef 17","11 57.961","-67 27.465"
"84090118","Barlovento Patch Reef 18","11 58.505","-67 27.582"
"85030166","Slagbaai Park Preserve","12 13.756","-68 24.800"
"82050164","East Lemmons, Banedup, W Reef","09 33.955","-78 51.856"
"82050165","East Lemmons Anchorage","09 33.839","-78 51.622"
"82050166","East Lemmons, Yansaladup, N Reef","09 34.948","-78 51.118"
"82050167","Niakalubirdup, N Reef","09 34.877","-78 43.692"
"82050168","E Holandes Big Bay","09 35.748","-78 43.708"
"82050169","Coco Banderos, Orduptarboat, W Reef","09 31.230","-78 39.031"
"82050170","Coco Banderos, Orduptarboat, E Reef","09 31.212","-78 38.697"
"82050171","Coco Banderos Anchorage Reef","09 30.814","-78 37.087"
"82050172","Coco Banderos, Warsobguadup","09 30.936","-78 37.345"
"82050173","Coco Banderos, Olosicuidup","09 30.676","-78 37.000"
"82050174","Cayo Icacos, SW Reef","09 33.889","-78 50.492"
"34040034","Purvis Reef","24 50.482","-80 37.640"
"34040035","Caloosa Rocks / Anne's Rocks","24 50.159","-80 43.694"
"63050027","Mosquito Pier","18 07.969","-65 30.753"
"82050175","E Holandes, Swimming Pool Anchorage","09 35.536","-78 40.504"
"57020114","CoCoView Resort Dockside","16 21.601","-86 26.033"
"26060001","La Poza, Roca Partida","18 42.902","-95 09.680"
"85010038","Kantil Reef",,
"55060001","Shark Chutes","17 27.213","-88 02.008"
"55060002","The Lounge","17 27.279","-88 02.009"
"65011014","Rogue Point","18 27.306","-64 36.279"
"65010060","Banana Wharf","18 26.975","-64 31.488"
"52040149","Roger's Wreck Reef","19 21.329","-81 05.905"
"52040150","Anchor Point","19 21.490","-81 07.912"
"52040151","Fish Tank","19 21.405","-81 06.418"
"52040152","McCurley's Wall","19 21.224","-81 09.814"
"52040153","Lighthouse Wall",,
"52040154","Greenhouse Wall",,
"52040155","Dumbo's Drop Off / Lookout","19 17.320","-81 07.010"
"52030068","Red Bay Caves","19 15.932","-81 22.000"
"71010001","Sandy Deep Reef","18 12.605","-63 06.855"
"71010017","MV Catheley H","18 12.825","-63 05.600"
"71010018","Sandy Island Flats","18 12.715","-63 07.470"
"71010019","Authors Deep Reef","18 12.403","-63 08.664"
"71010020","North Dog Island","18 17.140","-63 15.615"
"71010021","South Dog Island","18 16.525","-63 14.560"
"71010022","East Dog Island","18 17.150","-63 14.125"
"71010023","West Prickly Pear","18 15.995","-63 11.405"
"71010024","East Prickly Pear","18 15.720","-63 10.070"
"71010025","North Seal Island","18 16.155","-63 08.890"
"71010026","West Long Reef","18 15.755","-63 07.920"
"71010027","Mid Long Reef","18 16.220","-63 06.260"
"71010028","East Long Reef","18 16.150","-63 05.525"
"71010029","Rams Head Reef","18 17.730","-62 55.965"
"71010030","North Scrub Island Reef","18 17.570","-62 57.265"
"71010031","South Scrub Island Reef","18 16.955","-62 56.440"
"71010032","North Cliff Reef","18 12.705","-63 04.800"
"71010033","Ankor Reef","18 13.585","-63 04.975"
"71010034","Pelican Point - Crocus Bay","18 13.400","-63 04.140"
"71010035","Limestone Bay Reef","18 14.215","-63 04.150"
"71010036","Beacon Reef","18 14.415","-63 03.840"
"71010037","Face-in-the-Wall","18 14.670","-63 03.410"
"71010038","Frenchmans East Reef","18 14.915","-63 03.025"
"71010039","Crystal Reef","18 15.120","-63 02.645"
"71010040","Madeariman Reef","18 15.680","-63 02.280"
"71010041","Lobster Reef","18 15.870","-63 01.555"
"71010042","Sea Fan & Angel Reef","18 15.635","-63 01.345"
"71010043","Island Harbour Reef","18 15.805","-63 00.380"
"71010044","Anguillita Reef","18 09.350","-63 10.620"
"71010046","Blowing Point Reef","18 10.145","-63 05.410"
"71010047","Little Harbour Reef","18 10.865","-63 04.145"
"71010048","Forest Bay Reef","18 11.610","-63 02.585"
"71010049","Sandy Hill Reef","18 13.220","-63 00.325"
"71010050","Sile Bay Reef","18 14.185","-62 59.060"
"71010051","Junks Hole Reef","18 14.995","-62 58.911"
"71010045","Blowing Rock Reef","18 09.065","-63 09.630"
"65030025","Spring Bay, Virgin Gorda","18 26.060","-64 26.673"
"54010023","C-58 Wreck (Cancun)","21 07.116","-86 43.555"
"54010025","Bridges and Caves, Isla Mujeres","21 17.729","-86 45.112"
"54010024","Piedra Atravezada, Isla Mujeres","21 17.910","-86 42.800"
"83220101","Fort Beach","13 23.021","-81 22.744"
"83220102","Morgan's Head","13 23.242","-81 22.700"
"83220103","Fort Beach Outer Reef","13 23.006","-81 22.855"
"83220104","NW Catalina","13 23.380","-81 22.289"
"83220105","Low Key","13 31.215","-81 19.586"
"57040049","Manati Reef","16 27.076","-85 52.055"
"57040050","End of the World","16 28.236","-85 54.794"
"57040051","Half Moon (Eastside) Outside Reef","16 26.545","-85 50.748"
"57040052","North East Cay Cut","16 28.801","-85 49.200"
"57070001","N. Reef Shark Pt. - Vivorillos","15 50.125","-83 17.293"
"57070002","Ice House Pt. - Vivorillos","15 49.821","-83 18.367"
"57070003","Frigate Island - Vivorillos","15 51.286","-83 19.105"
"57070004","Dan's Blue Hole - Hobbies Cays","16 02.533","-83 06.152"
"57070005","Surf Zone - Hobbie Cays","16 03.271","-83 06.389"
"57020115","Buchos (West End)","16 16.709","-86 36.250"
"44110012","Moxi Bush","21 30.467","-71 33.057"
"44110013","East Side","21 32.247","-71 28.809"
"44110014","Admiral's Aquarium","21 29.138","-71 32.436"
"44110015","Tucker's Reef","21 29.108","-71 31.662"
"44110016","H.D.L.","21 29.108","-71 31.703"
"8322","Providencia and Santa Catalina Cayes",,
"53040031","Willows",,
"55040044","Sandbox (Long Cay)",,
"57020117","Dixie's","16 18.368","-86 35.851"
"57020118","Puncher’s Paradise","16 17.131","-86 36.232"
"57020119","West End Anchorage","16 17.404","-86 35.913"
"57020116","North of South Cut","16 17.900","-86 36.036"
"55050035","Marisol West Reef","16 43.208","-87 51.060"
"55050036","Marisol North Reef","16 43.164","-87 50.797"
"55040045","Half Moon Cay Anchorage","17 12.553","-87 32.177"
"44110017","Mid Cut","21 28.999","-71 31.969"
"44110018","Blow Out","21 27.282","-71 33.81"
"44110019","Ben's Mistake","21 27.724","-71 33.429"
"34080094","Western Sambos Deep (HV monitoring site)","24 28.66","-81 42.93"
"34080095","Marker 32 Deep (HV Monitoring Site)","24 28.25","-81 44.72"
"34080096","Eastern Dry Rocks Deep (HV Monitoring Site)","24 27.45","-81 50.44"
"34080097","Vandenberg (Hoyt Vandenberg Artificial Reef)","24 27.6","-81 44.25"
"53040032","Jamaica Reef","18 25.425","-77 01.623"
"53040033","Ochos Rios Wall","18 25.224","-77 06.600"
"53040034","Barracuda Reef","18 25.573","-77 03.366"
"53040035","Sandal's Ochos Rios Grande Reef","18 24.931","-77 05.103"
"53040036","Sandal's Ochos Rios Grande Beachfront","18 24.767","-77 05.077"
"29010002","Cuevones, Yum Balam Protected Area","21 36.30","-87 06.50"
"31010046","Culverts Near Coppeage Tug","30 17.290","-80 57.887"
"85030165","Malmok Lighthouse","12 18.718","-68 23.406"
"53020043","Bloody Bay (Upper)","18 20.854","-78 21.430"
"22010024","Low Rock at Saint Martins Reef","28 28.261","-82 43.011"
"33010351","M/V Sucre","26 14.383","-80 03.411"
"33010352","Papa's Reef (Ebbtide 170' Holland Freighter)","26 14.102","-80 03.383"
"33010353","Caicos Express (185' Dutch Freighter)","26 12.502","-80 03.663"
"33010354","Wildlife Forever (150' Dredge Dewitt Clinton","26 14.056","-80 03.666"
"73030067","Hans",,
"73030068","Rays (aka Kays)",,
"73030069","Mariners Hotel Snorkel",,
"71120088","Champagne Beach South",,
"71120089","Soufriere Drift the Wall to Witches Point",,
"71120090","Point Guignard",,
"57070006","Sand Mound - Hobbie Cays","16 01.863","-83 06.095"
"57070007","Side by Side - Hobbie Cays","16 02.089","-83 06.110"
"57070008","Between the Camps - Hobbie Cays","16 03.967","-83 09.177"
"57070009","Staghorn Leghorn - Hobbie Cays","16 03.491","-83 08.336"
"55010056","San Pedro Mid","17 54.649","-87 57.057"
"55010057","Fish Bowl (San Pedro Inner Reef)","17 55.120","-87 57.228"
"42060032","CEI Island School's Cow Point","24 50.165","-76 19.532"
"34040204","NKP's Reef/Ledge","24 53.531","-80 33.254"
"33010355","South South Deerfield Beach","26 18.642","-80 4.506"
"34100283","Riley's Hump Station 2","24 29.558","-83 07.302"
"34100284","Riley's Hump Station 18","24 30.020","-83 07.840"
"34100285","BCR (Black Coral Reef/Rock)","24 41.956","-83 00.131"
"42060033","Plane / Cut 'n' Run","24 49.088","-76 21.257"
"42060034","Cathedral","24 48.73","-76 20.902"
"42060035","Hole in da Wall","24 48.532","-76 20.838"
"73030070","Submarine Wall",,
"73050040","First String Wall","12 59.510","-61 16.682"
"73070033","Dr. Groom's Garden",NULL,NULL
"73070032","Jack A-Dan","12 29.656","-61 27.920"
"73050041","Little Bay, Bequia",,
"73050042","Amy's Garden - b/t Flat Rock and Boulders",,
"73070034","Frigate Rock","12 18.107","-61 36.161"
"73070035","Diamond Rock","12 19.711","-61 35.155"
"73070036","Corn Store Bay","12 18.706","-61 35.359"
"72070037","Isle de Ronde Reef",,
"31010047","Spike artificial reef","30 22.483","-80 53.683"
"31010048","Hudgins artificial reef","30 22.367","-80 53.967"
"73070037","Lighthouse Reef",,
"73070038","South End",,
"73070039","Windmill Shallows",,
"71020026","Tiegland Wreck",,
"71020027","Porpoise Wreck",,
"85020076","St. Michiel Beach",,
"85020077","Royal Sea Aquarium Resort","12 05.080","-68 53.852"
"55030054","Turtle Ridge (Blackbird Caye)",,
"57030096","Deep Blue Resort Channel to Lower Lagoon","16 05.056","-86 55.070"
"23010075","Fort de Soto Fishing Pier","27 36.815","-82 44.340"
"23020012","Anna Maria Spanish Rocks","27 29.420","-82 42.660"
"63010028","Balneario Beach (Luquillo)","18 23.216","-65 43.834"
"34040143","Turtle Alley","24 54.054","-80 37.077"
"31010049","JW '91 MTC -120 Barge","30 16.55","-81 13.86"
"42040212","autec Q1-09","24 44.7282","-77 46.932"
"42040213","autec S1-02","24 42.753","-77 44.862"
"42040214","autec S1-04","24 43.0818","-77 45.663"
"42040215","autec S1-05","24 43.3332","-77 45.6492"
"42040216","autec S1-06","24 42.12","-77 44.3958"
"42040217","autec S1-07","24 43.6104","-77 45.8352"
"42040218","autec S1-08","24 44.0028","-77 45.7752"
"42040219","autec S1-09","24 44.7534","-77 46.7868"
"42040220","autec S1-10","24 43.1358","-77 46.191"
"42040221","autec S1-11","24 42.0276","-77 44.5338"
"42040222","autec S1-14","24 46.3116","-77 48.0636"
"42040223","autec S1-15","24 46.3986","-77 48.4314"
"42040224","autec S2-02","24 29.0178","-77 41.9646"
"42040225","autec S2-03R","24 30.4062","-77 42.5526"
"42040226","autec S2-04R","24 29.3712","-77 42.7704"
"42040227","autec S2-06","24 29.0616","-77 41.8212"
"42040228","autec S3-01","24 20.2764","-77 40.2366"
"42040229","autec S3-03","24 20.07","-77 41.1306"
"42040230","autec S3-06","24 18.7122","-77 39.2352"
"42040231","autec S3-07","24 20.8566","-77 40.3572"
"42040232","autec S4-01","24 15.2814","-77 37.4256"
"42040233","autec S4-02","24 14.5446","-77 37.2216"
"42040234","autec S4-03R","24 14.07","-77 37.0104"
"42040235","autec S4-05","24 13.0914","-77 35.8446"
"34100286","Zip","24 39.417","-83 04.089"
"34100287","Bat Cave","24 38.282","-83 02.412"
"41070011","Elbow Cay Wall","23 57.399","-80 26.713"
"41070012","Elbow Cay Reefs","23 56.768","-80 27.695"
"41070013","Elbow Cay Lighthouse","23 57.233","-80 26.618"
"41070014","Damas Cays Blue Holes","23 51.914","-79 48.278"
"34100288","NOAA Stn 6091","24 39.485","-82 56.881"
"34100289","NOAA Stn 6101","24 38.484","-82 56.349"
"34100290","NOAA Stn 6121","24 39.697","-82 55.661"
"34100291","NOAA Stn 6181","24 40.528","-82 55.348"
"34100292","NOAA Stn 6241","24 34.429","-82 54.331"
"34100293","NOAA Stn 6271","24 35.607","-82 52.303"
"34100294","NOAA Stn 6321","24 38.113","-82 48.072"
